industry_code	product_code	product_name
324110	324110A	Liquefied refinery gases, including other aliphatics (feed stock and other uses)	
324110	324110D	Other finished petroleum products, including waxes	
324110	324110L	Light fuel oils	
324110	324110L1	Home heating oil and other distillates, NEC	
324110	324110L2	Diesel fuel	
324121	3241210151	Asphalt and tar paving mixtures (excluding liquid), & other asphalt paving mixtures	
324121	3241211	Asphalt paving mixtures & blocks	
324121	3241211111	Emulsified asphalt, including liquid additives	
324121	3241211121	Other liquid asphalt and tar paving materials, including cut-backs	
324121	3241211151	Asphalt and tar paving mixtures (except liquid), & other asphalt paving mixtures	
324191	3241910111	Lubricating oils (incl. hydraulic fluids, etc.) made from refined petroleum	
324191	3241910121	Lubricating greases, made from refined petroleum	
324191	3241911	Lubricating and similar oils	
324191	3241912	Lubricating greases	
324191	324191A	Petroleum lubricating oils and greases, not made in a refinery	
324199	3241991	Coke oven and blast furnace products, made in coke oven establishments	
324199	324199MM	Miscellaneous receipts	
325120	325120D	Other industrial gases, including argon, hydrogen, helium, and carbon monoxide	
325131	325131	Inorganic dye and pigment manufacturing	
325131	3251311	Titanium dioxide, composite and pure	
325131	3251312	White opaque inorganic pigments	
325131	3251313	Chrome colors and other inorganic pigments	
325131	325131311	Chrome colors	
325131	325131331	Iron oxide pigments	
325131	325131399	All other inorganic pigments n.e.c.	
325131	3251314	Other white opaque pigments	
325131	3251317	Chrome colors and other inorganic pigments	
325131	32513171	Chrome colors	
325131	32513172	Iron oxide pigments	
325131	32513173	All other inorganic pigments, including white extender pigments and ceramic color pigments	
325131	325131M	Miscellaneous receipts	
325131	325131P	Primary products	
325131	325131S	Secondary products	
325131	325131SS	Secondary products	
325132	325132	Synthetic organic dye and pigment mfg.	
325132	3251321	Synthetic organic dyes	
325132	3251324	Synthetic organic pigments, lakes, and toners	
325132	325132P	Primary products	
325132	325132S	Secondary products	
325180	32518017	Alkalies other than sodium hydroxide	
325181	325181	Alkalies and chlorine manufacturing	
325181	3251811	Chlorine, compressed or liquefied	
325181	3251813	Sodium hydroxide (caustic soda)	
325181	3251814	Sodium hydroxide (caustic soda)	
325181	3251815	Other alkalies	
325181	3251817	Other alkalies	
325181	325181P	Primary products	
325181	325181S	Secondary products	
325181	325181SS	Secondary products	
325182	325182	Carbon black manufacturing	
325182	3251820	Carbon black, all processes	
325182	3251821	Carbon black, all processes	
325182	325182P	Primary products	
325188	325188	All other basic inorganic chemical manufacturing	
325188	3251881	Sulfuric acid	
325188	3251884	Inorganic acids, excluding nitric, sulfuric and phosphoric	
325188	3251887	Other inorganic aluminum compounds	
325188	325188A	Potassium and sodium compounds, excluding bleaches, alkalies, and alum	
325188	325188D	Chemical catalytic preparations, excluding silica gel catalyst	
325188	325188G	All other inorganic chemicals, nec (inc nuclear fuel)	
325188	325188H	All other inorganic chemicals	
325188	325188M	Miscellaneous receipts	
325188	325188MM	Miscellaneous receipts	
325188	325188P	Primary products	
325188	325188S	Secondary products	
325188	325188SS	Secondary products	
325191	325191	Gum and wood chemical manufacturing	
325191	3251910	Gum and wood chemicals, including wood distillation products	
325191	3251911	Gum and wood chemicals, inc. wood distillation products	
325191	325191P	Primary products	
325191	325191S	Secondary products	
325192	325192	Cyclic crude and intermediate manufacturing	
325192	3251921	Cyclic intermediates	
325192	3251924	Tar, tar crudes, and tar pitches	
325192	325192P	Primary products	
325192	325192S	Secondary products	
325192	325192SS	Secondary products	
325193	3251931	Ethyl alcohol	
325199	325199C	Reagent and high-purity grades of organic chemicals refined from purchased technical grades	
325199	325199D	Natural organic chemicals	
325199	325199U	Miscellaneous cyclic and acyclic chemicals, nec	
325212	3252129	Synthetic rubber, inc. SBR, ethylene propylene, & all other synthetic elastomers	
325220	32522029D	Producer-textured noncellulosic organic fibers	
325221	325221	Cellulosic organic fiber manufacturing	
325221	3252213	Rayon and acetate fibers	
325221	325221P	Primary products	
325222	325222	Noncellulosic organic fiber mfg	
325222	3252221	Nylon and other polyamide manufactured fibers	
325222	3252223	Polyester	
325222	325222311	Yarn, except producer textured (industrial and textile)	
325222	325222332	Staple, tow and waste (fiberfill and other)	
325222	3252224	Polyolefin manufactured fibers	
325222	3252225	Other noncellulosic manmade fibers (except glass, carbon, and graphite)	
325222	3252226	Producer textured noncellulosic manmade fibers	
325222	3252227	Polyester manufactured fibers	
325222	325222A	Other manufactured noncellulosic fibers (excluding glass, carbon, and graphite)	
325222	325222D	Producer-textured manufactured noncellulosic fibers	
325222	325222P	Primary products	
325222	325222S	Secondary products	
325311	3253112	Urea	
325311	3253113	Nitrogenous fertilizer materials of organic origin	
325312	3253121	Phosphoric acid	
325312	3253122	Superphosphates and other phosphatic fertilizer materials	
325312	3253124	Mixed fertilizers, made by plants which manufacture fertilizer materials	
325312	325312M	Miscellaneous receipts	
325312	325312MM	Miscellaneous receipts	
325314	3253141	Fertilizers, mixing only	
325314	325314125	Mixed fertilizers, solid	
325314	325314131	Mixed fertilizers, liquid	
325320	325320A	Agricultural and commercial insecticides and chemicals	
325320	325320B	Lawn and garden pesticides and chemicals	
325320	325320C	Household and institutional pesticides and chemicals	
325411	3254111	Synthetic organic medicinal chemicals, in bulk	
325411	3254113	Other medicinal chemicals and botanical products, in bulk, n.e.c.	
325411	3254114	Medicinals and botanicals, all other medicinal chemicals and botanical products, in bulk	
325411	32541141	Botanical drugs, alkaloid drugs, naturally occurring vitamins, drugs of animal origin, mixtures	
325411	32541142	Medicinals and botanicals, in bulk, other organic and inorganic medicinal chemicals	
325411	325411SSS	Secondary products	
325412	32541241111	Analgesics, prescription	
325412	32541241112	Analgesics, non-prescription	
325412	325412A1111	Antihistamines	
325412	325412A1112	Bronchodilators	
325412	325412A1121	Other respiratory preparations, prescription	
325412	325412A1122	Other respiratory preparations, non-prescription	
325412	325412D1121	Other digestive or genito-urinary preparations, prescription	
325412	325412D1122	Other digestive or genito-urinary preparations, non-prescription	
325412	325412G111	Skin preparations, prescription	
325412	325412G112	Skin preparations, non-prescription	
325412	325412L1121	Other vitamins and nutrients, prescription	
325412	325412L1122	Other vitamins and nutrients, non-prescription	
325412	325412L113	Hospital solutions	
325412	325412V	In vivo diagnostic substances	
325413	32541301	In-vitro diagnostic substances (clinical chemistry) reagents, including toxicology	
325413	32541302	In-vitro diagnostic substances (clinical chemistry) standards and controls, incl toxicology	
325413	32541303	In-vitro diagnostic substances, blood bank, hematology, and coagulation products	
325413	32541304	In-vitro diagnostic substances, microbiology, virology, serology, cytology, and histology	
325413	32541305	In-vitro diagnostic substances, culture media	
325413	32541306	In-vitro diagnostic substances, other	
325413	3254131	Diagnostic substances, in-vitro	
325413	32541311	Reagents	
325413	3254131111	Reagents	
325413	32541312	Standards and controls	
325413	3254131221	Standards and controls	
325413	32541313	Blood bank, hematology, and coagulation products	
325413	3254131399	Blood bank, hematology, and coagulation products	
325413	32541314	Microbiology, serology, histology, virology, and cytology products	
325413	3254131461	Microbiology, serology, histology, virology, and cytology products	
325413	32541315	Diagnostic substances, in vitro, culture media	
325413	3254131571	Diagnostic substances, in vitro, culture media	
325413	32541316	Other in vitro diagnostic substances	
325413	3254131691	Other in vitro diagnostic substances	
325414	325412S	Pharmaceutical preparations	
325414	325414115	Human blood plasma	
325414	325414121	Other blood and blood derivatives, except those used for passive immunization	
325414	3254142	Vaccines, toxoids, and antigens, excluding allergens, for human use	
325414	3254143	Other biologics, except diagnostics, for human use	
325414	325414321	Allergenic extracts for human use, excluding diagnostic allergens	
325414	3254144	Biological prod. for veterinary, industrial, & other uses, nec, exc diagnostics	
325414	325414411	Veterinary vaccines	
325414	325414431	Biologics for industrial and other uses	
325414	325414499	Other biologics: incl. antitoxins, immune serums, blood, and allergens, except diagnostics	
325414	325414SSS	Secondary products except pharmaceutical preparations	
32541D	32541DOTC	Pharmaceutical preparations, non-prescription	
32541D	32541DRX	Pharmaceutical preparations, prescription	
32541D	32541DVET	Pharmaceutical preparations, veterinary	
325510	3255102	Product finishes for original equipment manufacturers (OEM), excluding marine coatings	
325510	3255103	Special purpose coatings, including all marine coatings	
325510	3255105	Miscellaneous allied paint products	
325510	3255108	Miscellaneous allied products incl. paint removers, thinners, etc.	
325520	3255203	Natural base glues and adhesives	
325520	32552044	Vinyl type adhesives	
